city,state,lat,lng
Richmond Heights,OH,41.5589,-81.5029
Cleveland,MS,33.744,-90.7285
Freeport,TX,28.9453,-95.3601
Union Park,FL,28.5657,-81.2355
Shelton,WA,47.2186,-123.1121
Hobart,WI,44.4967,-88.1602
Heartland,TX,32.6748,-96.4515
Lighthouse Point,FL,26.2785,-80.0891
Chalco,NE,41.1817,-96.1353
Flowood,MS,32.3359,-90.0802
Monroe,WI,42.603,-89.6381
Bel Air,MD,39.5348,-76.346
Newport,OR,44.6242,-124.0513
Crestwood,IL,41.6454,-87.7397
Comstock Park,MI,43.0438,-85.6778
Pike Road,AL,32.2939,-86.09
Rifle,CO,39.5362,-107.7729
Scenic Oaks,TX,29.7038,-98.6712
Bellmead,TX,31.6026,-97.0897
Francisville,KY,39.1068,-84.7277
Scaggsville,MD,39.1416,-76.8843
Sonterra,TX,30.8079,-97.5952
Alexandria,KY,38.9621,-84.3859
Chestnut Ridge,NY,41.0829,-74.0551
Kendallville,IN,41.4441,-85.2578
Westwood Lakes,FL,25.7237,-80.3717
Santa Clara,OR,44.1154,-123.1344
Munhall,PA,40.3935,-79.9005
Scottdale,GA,33.795,-84.2634
New Richmond,WI,45.125,-92.5377
Locust Grove,GA,33.3446,-84.1071
Forest Acres,SC,34.0323,-80.9716
Bluffton,IN,40.7424,-85.173
Loudonville,NY,42.7068,-73.7665
Shiloh,OH,39.8159,-84.2317
Beverly Hills,MI,42.522,-83.2423
St. Albans,WV,38.3769,-81.8198
Vienna,WV,39.324,-81.5383
Somers Point,NJ,39.3167,-74.6066
Little Canada,MN,45.0244,-93.0863
Hillcrest,CA,35.379,-118.9578
White Horse,NJ,40.1919,-74.7023
Home Gardens,CA,33.8783,-117.5116
Reading,OH,39.2242,-84.4333
Waynesville,NC,35.4854,-82.9996
Bellefontaine Neighbors,MO,38.7529,-90.228
Forestville,MD,38.8518,-76.8708
Waverly,IA,42.725,-92.4708
Versailles,KY,38.0486,-84.7258
Galena Park,TX,29.7452,-95.2333
Bithlo,FL,28.5644,-81.1073
London,OH,39.8935,-83.4375
Excelsior Springs,MO,39.339,-94.24
Española,NM,36.0044,-106.0686
Bogalusa,LA,30.7812,-89.8633
Warr Acres,OK,35.5285,-97.6182
West Vero Corridor,FL,27.6363,-80.4844
Silverton,OR,45.003,-122.7808
North Valley,NM,35.1736,-106.6231
River Grove,IL,41.9243,-87.8379
Progress Village,FL,27.8831,-82.3593
Triangle,VA,38.5483,-77.3195
Pebble Creek,FL,28.1583,-82.3411
Cadillac,MI,44.2493,-85.4164
Alum Rock,CA,37.3694,-121.8238
Tipp City,OH,39.9644,-84.1866
Port Townsend,WA,48.122,-122.7877
Coweta,OK,35.9683,-95.6545
Maryville,MO,40.3428,-94.8702
Garden City,GA,32.0867,-81.1773
Malibu,CA,34.037,-118.7839
Fort Oglethorpe,GA,34.9318,-85.246
Hyrum,UT,41.6325,-111.8445
Northampton,PA,40.6866,-75.4904
Farmersville,CA,36.305,-119.2083
Vernal,UT,40.4517,-109.5378
Alpine,UT,40.4629,-111.7724
Atoka,TN,35.4239,-89.7861
Sweetwater,TX,32.4692,-100.4092
Pine Castle,FL,28.4651,-81.3741
Franklin,KY,36.7177,-86.5595
Wabash,IN,40.8034,-85.8301
Rotonda,FL,26.8844,-82.2791
Vermilion,OH,41.4103,-82.3214
Riverdale,IL,41.6441,-87.6366
Flat Rock,MI,42.0991,-83.2716
Galion,OH,40.7385,-82.7792
Lyons,IL,41.8119,-87.8191
Paris,TN,36.2933,-88.3065
Bee Ridge,FL,27.2855,-82.4731
McCordsville,IN,39.8966,-85.9208
Salem,UT,40.0539,-111.6718
Berwick,PA,41.0555,-76.2492
East Rutherford,NJ,40.8179,-74.0854
La Grange,KY,38.3987,-85.375
Shasta Lake,CA,40.679,-122.3775
Camden,AR,33.5672,-92.8467
Cambridge,MN,45.5612,-93.2283
Timonium,MD,39.4459,-76.6032
Blackwells Mills,NJ,40.4773,-74.5976
Fairmont,MN,43.6441,-94.4621
Bardmoor,FL,27.8574,-82.7534
Watervliet,NY,42.7243,-73.7068
Roanoke,TX,33.0144,-97.2276
Rainbow City,AL,33.9336,-86.0922
Wood River,IL,38.8631,-90.0774
Columbia,PA,40.0347,-76.4944
Valley,AL,32.8088,-85.181
Cody,WY,44.5213,-109.0548
Clay,AL,33.6951,-86.609
Halls,TN,36.0817,-83.9344
Loudoun Valley Estates,VA,38.977,-77.5053
Alderwood Manor,WA,47.8146,-122.2672
Madison Heights,VA,37.4487,-79.1057
Trumbull Center,CT,41.2415,-73.1836
Highland,IL,38.7602,-89.6812
Picnic Point,WA,47.8744,-122.3077
Lake Hopatcong,NJ,40.9599,-74.6094
Exeter,CA,36.2941,-119.1459
Scotchtown,NY,41.4765,-74.3668
Glenwood Springs,CO,39.5455,-107.3347
Clinton,TN,36.0981,-84.1283
Safford,AZ,32.8335,-109.6964
Snohomish,WA,47.9276,-122.0969
Corozal,PR,18.341,-66.3124
Portage,WI,43.5489,-89.4658
Robstown,TX,27.794,-97.6692
Manatí,PR,18.4283,-66.4823
Cedartown,GA,34.0223,-85.2479
Bala Cynwyd,PA,40.0116,-75.2283
San Diego Country Estates,CA,33.0094,-116.7874
North Lakes,AK,61.6191,-149.311
Marlton,MD,38.762,-76.7857
Elkhorn,WI,42.6713,-88.5377
New Hyde Park,NY,40.7323,-73.6858
Yazoo City,MS,32.8619,-90.4075
Wood-Ridge,NJ,40.8508,-74.0878
Hermantown,MN,46.8057,-92.2407
Oakbrook,KY,38.9996,-84.6797
Baker City,OR,44.7749,-117.832
Carroll,IA,42.0699,-94.8646
Airmont,NY,41.0992,-74.0989
Burtonsville,MD,39.1166,-76.9356
Independence,OR,44.8547,-123.1952
Fort Salonga,NY,40.9068,-73.2996
Kennett,MO,36.2403,-90.0481
Bay St. Louis,MS,30.3281,-89.3774
Molalla,OR,45.1502,-122.5845
Raymondville,TX,26.4759,-97.7769
Warrenton,VA,38.7176,-77.7976
Oneida,NY,43.0769,-75.6622
North Bend,OR,43.4075,-124.2364
Canal Winchester,OH,39.8437,-82.8126
Reedsburg,WI,43.5348,-89.9965
Waldwick,NJ,41.0133,-74.1259
Lahaina,HI,20.8848,-156.6618
Country Club,CA,37.9687,-121.3408
Paris,KY,38.2016,-84.2718
Alpena,MI,45.074,-83.4402
East Setauket,NY,40.921,-73.0942
Hillsdale,NJ,41.0074,-74.044
Hackettstown,NJ,40.854,-74.8257
Potomac Park,CA,35.3636,-118.965
Sellersburg,IN,38.4028,-85.7706
Blackhawk,CA,37.8159,-121.9071
Fort Madison,IA,40.6207,-91.3509
Pájaros,PR,18.361,-66.2184
Severance,CO,40.5265,-104.865
San Elizario,TX,31.5793,-106.2632
Astoria,OR,46.1856,-123.8053
Rio Vista,CA,38.1765,-121.7025
Arkadelphia,AR,34.1253,-93.0729
Winfield,IL,41.8787,-88.1507
Maywood,NJ,40.9025,-74.0634
Fuller Heights,FL,27.9227,-81.9978
Sweet Home,OR,44.4023,-122.7028
Cypress Gardens,FL,28.0036,-81.6857
East Rockaway,NY,40.6432,-73.6672
Corte Madera,CA,37.9238,-122.5128
Makaha,HI,21.4739,-158.2102
Cambridge,OH,40.0221,-81.5869
Avon Park,FL,27.5898,-81.5068
Cairo,GA,30.879,-84.205
Gunbarrel,CO,40.0632,-105.1713
West Glens Falls,NY,43.3057,-73.6964
Mahomet,IL,40.1888,-88.3901
Murrells Inlet,SC,33.556,-79.0594
Green Cove Springs,FL,29.9904,-81.6807
Woodbury,NJ,39.8379,-75.1524
Terrace Heights,WA,46.6045,-120.4393
Detroit Lakes,MN,46.806,-95.8449
Howell,MI,42.6078,-83.9339
Kinnelon,NJ,40.9847,-74.3862
Fallston,MD,39.5332,-76.4452
Kendall Park,NJ,40.4135,-74.5631
Rockwood,VA,37.463,-77.5744
Fairview,TN,35.9815,-87.1291
Cape Canaveral,FL,28.3933,-80.6049
Burlington,WA,48.4676,-122.3298
Ellisville,MO,38.5897,-90.5884
Ivins,UT,37.1742,-113.6809
Ingleside,TX,27.8703,-97.2075
Cordele,GA,31.9563,-83.7694
Richmond Heights,FL,25.6347,-80.3721
East Whittier,CA,33.9244,-117.9887
South Amboy,NJ,40.4852,-74.2831
Oakland,TN,35.2256,-89.5372
Willoughby Hills,OH,41.5873,-81.4333
Hartland,WI,43.1029,-88.3396
Harrisonville,MO,38.653,-94.3467
Lincoln City,OR,44.9751,-124.0072
Kensington,CT,41.6284,-72.7686
Brookdale,NJ,40.8348,-74.1798
Lambertville,MI,41.7484,-83.6244
Sparta,WI,43.9377,-90.8131
Cedar Hills,UT,40.4135,-111.7531
Jesup,GA,31.5992,-81.8895
Difficult Run,VA,38.9016,-77.3471
George Mason,VA,38.8356,-77.3186
Vashon,WA,47.4122,-122.4726
DuPont,WA,47.1079,-122.6495
Jessup,MD,39.1488,-76.7772
Marysville,MI,42.9084,-82.4806
Struthers,OH,41.051,-80.592
Mission,KS,39.027,-94.6568
Marathon,FL,24.7263,-81.0374
Grosse Pointe Farms,MI,42.4068,-82.8993
North Gates,NY,43.1718,-77.7064
Fairmount,CO,39.7931,-105.1711
West Point,MS,33.6064,-88.6572
Rye Brook,NY,41.0302,-73.6864
Columbia City,IN,41.1612,-85.4855
Wapakoneta,OH,40.5664,-84.1916
Golden Hills,CA,35.1409,-118.4968
Alamosa,CO,37.4752,-105.877
Monett,MO,36.9218,-93.9278
Mayfield,KY,36.7371,-88.6447
Brentwood,PA,40.3734,-79.9757
Bull Mountain,OR,45.4125,-122.832
Greencastle,IN,39.6432,-86.8418
Sandy Hook,CT,41.4128,-73.244
College Place,WA,46.0419,-118.3878
Vernon,TX,34.1479,-99.3
Madera Acres,CA,37.0123,-120.0799
Muskegon Heights,MI,43.2023,-86.2421
Eagle Point,OR,42.4677,-122.8016
Crestline,CA,34.2486,-117.2887
Thomaston,GA,32.8907,-84.3272
Decatur,IN,40.8286,-84.9277
Sturgeon Bay,WI,44.8228,-87.366
Morehead City,NC,34.7308,-76.7388
Mount Airy,MD,39.3742,-77.1534
New Square,NY,41.141,-74.0294
Winchester,TN,35.1898,-86.1075
Succasunna,NJ,40.853,-74.6568
Pine Lake Park,NJ,40.0017,-74.2595
Lugoff,SC,34.2113,-80.6973
Orange Lake,NY,41.5369,-74.1005
East Liverpool,OH,40.6333,-80.5677
Yorkshire,VA,38.7882,-77.4496
South Huntington,NY,40.8225,-73.3921
Sedona,AZ,34.8581,-111.7941
Peru,IL,41.3482,-89.1371
Middletown,KY,38.241,-85.5214
DeRidder,LA,30.8468,-93.2931
Coral Hills,MD,38.8706,-76.9215
Morrisville,PA,40.2074,-74.78
Mooresville,IN,39.6022,-86.3681
Uniontown,PA,39.8993,-79.7246
Forestdale,AL,33.5737,-86.9
Woodlyn,PA,39.8774,-75.3445
Villas,NJ,39.0157,-74.935
Belmont,VA,39.0622,-77.4985
Fairfield,AL,33.4747,-86.9194
Washington,NC,35.5586,-77.0545
Hillsborough,NC,36.0679,-79.0991
Fairmount,NY,43.0414,-76.2485
Mechanicsburg,PA,40.2115,-77.006
Wasilla,AK,61.577,-149.466
Keansburg,NJ,40.4469,-74.1315
Matawan,NJ,40.4127,-74.2365
Vidor,TX,30.1291,-93.9967
Jefferson,LA,29.9609,-90.1554
Orange Cove,CA,36.6211,-119.3188
Coamo,PR,18.0765,-66.3638
Capitola,CA,36.9773,-121.9537
Eidson Road,TX,28.6677,-100.4788
Croydon,PA,40.0911,-74.8975
Sauk Village,IL,41.4906,-87.5706
Canonsburg,PA,40.2643,-80.1867
Browns Mills,NJ,39.9737,-74.569
St. Anthony,MN,45.0278,-93.2174
Cross Lanes,WV,38.4351,-81.7707
Hailey,ID,43.5141,-114.3001
Keokuk,IA,40.4095,-91.4031
Countryside,VA,39.0518,-77.4124
Arden Hills,MN,45.0721,-93.167
Brewer,ME,44.7835,-68.7352
Lago Vista,TX,30.4519,-97.9908
Beverly Hills,FL,28.9176,-82.4542
Willow Street,PA,39.981,-76.2706
Tanaina,AK,61.6576,-149.4263
Sanger,TX,33.3715,-97.1678
Bridge City,TX,30.0298,-93.8406
Sandpoint,ID,48.2822,-116.5614
Middletown,PA,40.201,-76.7289
Helotes,TX,29.5687,-98.696
Brownsville,TN,35.589,-89.2578
Lititz,PA,40.154,-76.3044
Sunbury,PA,40.8616,-76.7871
Greenwood,AR,35.2134,-94.2408
Evergreen,MT,48.2308,-114.27
Juncos,PR,18.2256,-65.9161
Louisville,OH,40.837,-81.2643
Harvard,IL,42.4296,-88.6211
Anaconda,MT,46.0608,-113.0678
Amityville,NY,40.6696,-73.4156
Raceland,LA,29.7282,-90.6362
Bladensburg,MD,38.9424,-76.9264
Templeton,CA,35.556,-120.7181
Woodway,TX,31.4988,-97.2314
Pryor Creek,OK,36.2996,-95.3107
Corona de Tucson,AZ,31.9503,-110.7835
Tehaleh,WA,47.1165,-122.1824
Frankfort Square,IL,41.5219,-87.8031
North College Hill,OH,39.2175,-84.552
Jennings,LA,30.2233,-92.6582
Smithville,NJ,39.4929,-74.4801
Arizona City,AZ,32.7506,-111.6707
Bacliff,TX,29.5085,-94.9888
Silver City,NM,32.7783,-108.2699
Tomah,WI,43.9879,-90.4999
Stony Brook University,NY,40.9098,-73.1217
Rochelle,IL,41.9197,-89.0629
Clarksville,AR,35.457,-93.4803
Shawano,WI,44.7748,-88.5843
Mentone,CA,34.0609,-117.1108
Lake Mohawk,NJ,41.0149,-74.664
Girard,OH,41.1665,-80.6963
Grinnell,IA,41.7359,-92.7244
Woodburn,VA,38.8503,-77.2322
LaSalle,IL,41.3589,-89.0737
Beckett Ridge,OH,39.3448,-84.438
Merrydale,LA,30.4998,-91.1081
Fairfield Glade,TN,36.0028,-84.8711
Fishersville,VA,38.105,-78.9826
Madeira,OH,39.1856,-84.3734
Southside,AL,33.9007,-86.0238
Spring Valley Lake,CA,34.4987,-117.2683
Florence,OR,43.9916,-124.1063
Garrison,MD,39.4023,-76.7514
Oil City,PA,41.4281,-79.7036
Gibsonville,NC,36.0993,-79.5415
Fredonia,NY,42.4407,-79.3319
Woodfield,SC,34.0587,-80.9309
Fallon,NV,39.4737,-118.7779
St. Augustine Shores,FL,29.8039,-81.3086
Oakwood,OH,39.7202,-84.1734
Brooksville,FL,28.5404,-82.3903
St. Stephens,NC,35.7642,-81.2746
Fairfield,IA,41.0064,-91.9667
Ogdensburg,NY,44.7088,-75.4717
San Lorenzo,PR,18.1875,-65.968
Picture Rocks,AZ,32.3274,-111.2558
The Village,OK,35.5706,-97.5567
Chevy Chase,MD,38.9944,-77.0738
Pleasant Grove,AL,33.494,-86.9782
Charter Oak,CA,34.1025,-117.8564
Kennedale,TX,32.6434,-97.2172
Jacinto City,TX,29.7663,-95.241
Sabana Grande,PR,18.0832,-66.9645
Parsons,KS,37.3405,-95.2958
Hickam Housing,HI,21.3311,-157.9474
Delta,CO,38.756,-108.0772
Steger,IL,41.4723,-87.6176
Plumas Lake,CA,38.9845,-121.5634
Angola,IN,41.6433,-85.005
Park Ridge,NJ,41.0352,-74.0423
Alma,MI,43.3799,-84.6556
Flossmoor,IL,41.5391,-87.6858
East York,PA,39.9687,-76.6755
Bluefield,WV,37.2608,-81.2143
Fultondale,AL,33.6174,-86.8014
Commerce,TX,33.2421,-95.8992
Berlin,NH,44.4869,-71.2599
Marlboro Village,MD,38.8307,-76.7699
Bryans Road,MD,38.6145,-77.0851
Seven Corners,VA,38.8658,-77.1445
Bogota,NJ,40.8751,-74.0293
Merrill,WI,45.182,-89.6994
Itasca,IL,41.9772,-88.0183
Palm Beach,FL,26.6945,-80.0408
Sheffield,AL,34.757,-87.6977
Diamondhead,MS,30.3791,-89.3707
Hooper,UT,41.1599,-112.2871
Leonia,NJ,40.8638,-73.99
Laurens,SC,34.5022,-82.0207
Denham Springs,LA,30.4743,-90.9593
Ashland,NJ,39.8782,-75.0085
East Stroudsburg,PA,41.0023,-75.1779
Quakertown,PA,40.4398,-75.3455
Skidaway Island,GA,31.9372,-81.0449
Harrodsburg,KY,37.7654,-84.8474
Citrus Hills,FL,28.887,-82.4312
Hernando,FL,28.9451,-82.3781
Hampstead,NC,34.3627,-77.7318
Bloomingdale,TN,36.5793,-82.5096
Crozet,VA,38.0645,-78.6961
Rensselaer,NY,42.6465,-73.7328
Waimea,HI,20.0124,-155.6381
Fort Stewart,GA,31.8811,-81.6131
Aibonito,PR,18.1398,-66.2659
Conshohocken,PA,40.0772,-75.3034
Greenville,NY,40.9986,-73.8189
Riverdale,UT,41.1732,-112.0023
Charlotte,MI,42.5662,-84.8304
Oakville,CT,41.5893,-73.0905
Incline Village,NV,39.2639,-119.9455
Ventnor City,NJ,39.3457,-74.486
Havre,MT,48.5427,-109.6804
Bridgeport,WV,39.3036,-80.2478
Booneville,MS,34.6643,-88.5684
Chesapeake Ranch Estates,MD,38.3574,-76.4147
Sugar Grove,IL,41.7759,-88.4481
Warren,PA,41.8434,-79.1444
Bethalto,IL,38.9015,-90.0466
Eunice,LA,30.4904,-92.4191
Toccoa,GA,34.581,-83.3263
Cape St. Claire,MD,39.0433,-76.4471
Bastrop,LA,32.7748,-91.9078
Audubon,PA,40.1304,-75.428
Aberdeen,NC,35.135,-79.4326
Rockcreek,OR,45.5526,-122.876
Perkasie,PA,40.372,-75.292
Augusta,KS,37.6955,-96.9919
Blanchard,OK,35.1524,-97.6602
Plymouth,MI,42.3718,-83.468
Elsmere,KY,38.9948,-84.6017
Waterford,CA,37.6429,-120.7553
Bemiss,GA,30.9318,-83.2386
Rio del Mar,CA,36.9607,-121.8807
Gretna,NE,41.1314,-96.245
Villanova,PA,40.0405,-75.341
Memphis,FL,27.5435,-82.5608
Irondale,GA,33.4773,-84.3601
Washington Terrace,UT,41.1683,-111.9783
Bohemia,NY,40.7717,-73.1271
Haiku-Pauwela,HI,20.9156,-156.3022
Marina del Rey,CA,33.9765,-118.4486
Cresskill,NJ,40.9405,-73.9596
Des Peres,MO,38.5973,-90.448
Absecon,NJ,39.4229,-74.4944
Valley Cottage,NY,41.1162,-73.9433
Waseca,MN,44.0827,-93.5029
Springs,NY,41.0212,-72.1584
McFarland,WI,43.0203,-89.2828
Ione,CA,38.3613,-120.9422
Glens Falls North,NY,43.335,-73.6832
Richmond Heights,MO,38.6309,-90.3332
South Lockport,NY,43.1366,-78.6855
Hawthorn Woods,IL,42.2313,-88.0624
Monmouth Junction,NJ,40.3754,-74.5582
Glenshaw,PA,40.5391,-79.9735
Willowbrook,IL,41.7641,-87.9454
Oak Grove,MN,45.3409,-93.3264
Center Moriches,NY,40.8004,-72.7958
Madison Park,NJ,40.4454,-74.2966
Middlesborough,KY,36.6127,-83.7227
Cabo Rojo,PR,18.0867,-67.1482
Whitehouse,TX,32.2222,-95.221
Little Falls,MN,45.9862,-94.3586
Spring Hill,KS,38.7565,-94.8201
Meadowbrook,AL,33.3935,-86.7041
Tuscumbia,AL,34.7204,-87.7035
Sunset Hills,MO,38.531,-90.4087
Helena Valley Southeast,MT,46.6219,-111.8973
Mound,MN,44.9328,-93.6591
Dayton,MN,45.1906,-93.4758
Farmington,AR,36.037,-94.2537
Harleysville,PA,40.2792,-75.3873
Wesley Chapel,NC,34.9985,-80.6903
Aiea,HI,21.3865,-157.9232
Bernalillo,NM,35.3127,-106.5537
Roxborough Park,CO,39.4492,-105.0746
Lynwood,IL,41.5235,-87.551
Lapeer,MI,43.0447,-83.3253
Lake Park,FL,26.7998,-80.0681
Aliquippa,PA,40.6155,-80.2547
Village Green-Green Ridge,PA,39.8639,-75.4257
Hillcrest,NY,41.1298,-74.035
Warrenton,MO,38.8187,-91.1385
Clinton,MO,38.3716,-93.7679
University of Virginia,VA,38.0405,-78.5164
Ecorse,MI,42.2489,-83.1399
Williamsburg,FL,28.4014,-81.4462
Indianola,MS,33.4492,-90.6447
Edgemere,MD,39.2273,-76.459
Dayton,TX,30.0315,-94.9158
Orange Park,FL,30.1706,-81.7041
Panthersville,GA,33.7059,-84.2763
Midland,WA,47.1734,-122.412
Pearsall,TX,28.8915,-99.0975
Litchfield Beach,SC,33.4773,-79.1181
Riverside,IL,41.831,-87.8169
Mahopac,NY,41.3688,-73.7414
Oak Hills Place,LA,30.369,-91.0887
San Sebastián,PR,18.3356,-66.9948
Montecito,CA,34.4384,-119.6309
Rice Lake,WI,45.4864,-91.7447
Manteno,IL,41.247,-87.8457
Oak Island,NC,33.9434,-78.1366
East Grand Forks,MN,47.9286,-97.0138
Travis Ranch,TX,32.8015,-96.4775
North Merritt Island,FL,28.4585,-80.7162
Indian Harbour Beach,FL,28.1529,-80.5976
Mont Belvieu,TX,29.8518,-94.8775
Fair Oaks,GA,33.9193,-84.5445
Oak Hills,CA,34.391,-117.4123
Tiburon,CA,37.8854,-122.4637
Saline,MI,42.174,-83.778
St. Francis,WI,42.9716,-87.873
Caldwell,NJ,40.8389,-74.2776
Kings Grant,NC,34.2664,-77.8659
Greenville,MI,43.1797,-85.2534
Fort Lee,VA,37.2357,-77.3325
Seneca,SC,34.6818,-82.96
Craig,CO,40.5171,-107.5554
Newark,NY,43.0418,-77.093
Boulder Hill,IL,41.7113,-88.3353
Cleveland,TX,30.3381,-95.0908
Millersville,PA,40.0047,-76.3522
Haledon,NJ,40.9363,-74.1887
North Weeki Wachee,FL,28.5592,-82.5537
Orting,WA,47.0967,-122.2112
Cortez,CO,37.3503,-108.5768
Rodeo,CA,38.0367,-122.2526
Purcellville,VA,39.1378,-77.711
Aransas Pass,TX,27.8876,-97.1136
Whippany,NJ,40.8233,-74.4184
York,SC,34.9967,-81.2341
Temple Hills,MD,38.8106,-76.9495
Savoy,IL,40.06,-88.2552
Rockingham,NC,34.9386,-79.7608
Orosi,CA,36.5433,-119.2914
Sheffield Lake,OH,41.4883,-82.0979
Baxter,MN,46.3426,-94.2793
Poteau,OK,35.0282,-94.6346
Clanton,AL,32.8444,-86.6233
Dunn Loring,VA,38.8945,-77.2315
Riverside,CT,41.0318,-73.5827
North Kensington,MD,39.0393,-77.0723
Benton Harbor,MI,42.1159,-86.4488
Grants,NM,35.1538,-107.8335
Mount Pleasant,IA,40.9625,-91.5452
Sanatoga,PA,40.2497,-75.5887
Providence,UT,41.7035,-111.8123
Timnath,CO,40.5338,-104.9623
Gypsum,CO,39.6287,-106.9348
Ladue,MO,38.6377,-90.3815
Tuskegee,AL,32.4409,-85.7131
Helena-West Helena,AR,34.5313,-90.6201
Woodmoor,CO,39.1063,-104.8456
Lincoln Village,OH,39.9532,-83.1314
Chillicothe,MO,39.7953,-93.5499
Lancaster,SC,34.7248,-80.7804
Bayport,NY,40.7461,-73.0546
Clayton,NJ,39.6627,-75.0782
Fitzgerald,GA,31.7134,-83.2514
Guntersville,AL,34.3671,-86.2637
Temperance,MI,41.7653,-83.5755
Oxford,NC,36.3155,-78.5848
Stonegate,CO,39.5357,-104.8032
Harahan,LA,29.9374,-90.2031
Miramar Beach,FL,30.3854,-86.3442
Montvale,NJ,41.0529,-74.0499
Fort Lupton,CO,40.0827,-104.8068
Collingdale,PA,39.9151,-75.2776
Micco,FL,27.8683,-80.51
Milton,WA,47.2524,-122.3153
Fair Lakes,VA,38.853,-77.3885
Pulaski,VA,37.0528,-80.7624
Plymouth,WI,43.7447,-87.966
Cusseta,GA,32.347,-84.787
Cloverdale,CA,38.7962,-123.0152
Topanga,CA,34.0965,-118.6053
Seffner,FL,27.9981,-82.2735
Murillo,TX,26.2642,-98.1233
Leisure World,MD,39.1023,-77.0689
Altoona,WI,44.8029,-91.4385
Collinsville,OK,36.3723,-95.8609
Milliken,CO,40.3115,-104.8561
Redlands,CO,39.0886,-108.6582
Westwood,MI,42.3031,-85.6286
Shelby,OH,40.8847,-82.6578
River Road,OR,44.0833,-123.132
Bee Cave,TX,30.3084,-97.9629
Signal Mountain,TN,35.1448,-85.3457
Paloma Creek South,TX,33.21,-96.9325
Fort Valley,GA,32.552,-83.8817
Pitman,NJ,39.7335,-75.1306
Boonton,NJ,40.9047,-74.4048
Wedgefield,FL,28.4847,-81.0809
Beaver Falls,PA,40.7619,-80.3226
Pleasant Hill,MO,38.8059,-94.2652
White Meadow Lake,NJ,40.9241,-74.5107
Fort Knox,KY,37.8915,-85.9636
Smithfield,VA,36.9755,-76.6152
Fairless Hills,PA,40.1783,-74.8524
August,CA,37.9797,-121.2625
Thief River Falls,MN,48.1108,-96.1778
Harwood Heights,IL,41.9663,-87.8057
Good Hope,CA,33.7706,-117.2771
Mascoutah,IL,38.5192,-89.8045
Bath,ME,43.9346,-69.8346
Flanders,NJ,40.8412,-74.7102
Mechanicstown,NY,41.4472,-74.3914
St. Pete Beach,FL,27.7235,-82.7387
Napoleon,OH,41.3977,-84.1244
Stevensville,MD,38.9745,-76.3184
Hoquiam,WA,46.9863,-123.9022
Kulpsville,PA,40.244,-75.3407
Franklin,NH,43.4499,-71.6691
Hillview,KY,38.0562,-85.6847
Othello,WA,46.8221,-119.1653
Graham,TX,33.1017,-98.5779
Summit,WA,47.1694,-122.3628
Carbondale,PA,41.5714,-75.5048
Laughlin,NV,35.1401,-114.6206
Claymont,DE,39.8032,-75.4607
Country Club Estates,GA,31.2113,-81.4622
Livingston,MT,45.6665,-110.5539
North Haledon,NJ,40.9628,-74.1844
Winslow,AZ,35.0243,-110.7095
Highland Park,TX,32.8311,-96.8012
Anthony,NM,32.0131,-106.5984
Andalusia,AL,31.3102,-86.4781
Larkfield-Wikiup,CA,38.513,-122.7536
Perry Heights,OH,40.7977,-81.468
Northwest Harborcreek,PA,42.1494,-79.9945
Whitefish,MT,48.4328,-114.359
Fruitland Park,FL,28.8599,-81.9177
Brownfield,TX,33.1757,-102.273
Maysville,KY,38.6455,-83.7911
Presque Isle,ME,46.6868,-67.9874
Audubon,NJ,39.8906,-75.0722
West Athens,CA,33.9235,-118.3033
Wharton,TX,29.3177,-96.1022
Wyoming,OH,39.2297,-84.4816
Toppenish,WA,46.3806,-120.3122
Providence Village,TX,33.238,-96.9583
Hondo,TX,29.3531,-99.1616
Fort Mitchell,KY,39.046,-84.5562
Auburn,GA,34.0156,-83.8319
Zebulon,NC,35.8329,-78.3158
Minnetrista,MN,44.9356,-93.7107
Beebe,AR,35.0713,-91.8998
Glencoe,IL,42.1347,-87.7641
University of California-Davis,CA,38.5378,-121.7579
Mayo,MD,38.9042,-76.5179
Meadow Lakes,AK,61.638,-149.608
Delavan,WI,42.6282,-88.6323
Hampton,GA,33.3774,-84.2969
Lake Villa,IL,42.4184,-88.0836
Sangaree,SC,33.0327,-80.1253
Long Hill,CT,41.2666,-73.2283
Pukalani,HI,20.8329,-156.3415
Arab,AL,34.3309,-86.4991
Park Hills,MO,37.8211,-90.505
Folsom,PA,39.8924,-75.3287
Hope,AR,33.6682,-93.5895
Barberton,WA,45.7136,-122.6115
Kalifornsky,AK,60.4417,-151.1972
Coffeyville,KS,37.0519,-95.618
Cheviot,OH,39.1577,-84.6139
Clarendon Hills,IL,41.7981,-87.9568
Ellsworth,ME,44.5847,-68.4875
Jeannette,PA,40.3277,-79.6139
Port Jervis,NY,41.3783,-74.691
Liberty,TX,30.0378,-94.7879
Cumberland Hill,RI,41.9736,-71.4605
Grandview Heights,OH,39.9793,-83.0408
Tecumseh,MI,42.0066,-83.945
Olivette,MO,38.6724,-90.3786
Olmsted Falls,OH,41.3657,-81.9038
Skiatook,OK,36.3699,-95.9856
Bryan,OH,41.4706,-84.5483
Highland Park,MI,42.4052,-83.0977
Park Forest Village,PA,40.7996,-77.9084
Plainedge,NY,40.7241,-73.477
Highland Heights,OH,41.5518,-81.4691
Bainbridge,OH,41.3855,-81.3478
Lochbuie,CO,40.0118,-104.7271
Scott,LA,30.2398,-92.0948
Gilberts,IL,42.1097,-88.3715
Closter,NJ,40.9733,-73.9604
